종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"441640","KODEX 미국배당커버드콜액티브","13395","80","0.60","13381.10","13420","13440","13350","1046334","14023209312","1624813500000","0","121300000","S&P 500","7394.30","0.00","0.00"
"352560","KODEX 미국부동산리츠(H)","12485","-45","-0.36","12490.65","12530","12530","12470","81697","1021405131","34958000000","0","2800000","Dow Jones U.S. Real Estate PR Index","391.20","0.00","0.00"
"314250","KODEX 미국빅테크10(H)","57390","940","1.67","57512.80","57400","58320","57270","53947","3110988510","634733400000","0","11060000","NYSE U.S. Big TECH 10 INDEX","17041.90","0.00","0.00"
"473460","KODEX 미국서학개미","26490","545","2.10","26568.48","26535","26965","26490","51363","1370910513","242383500000","0","9150000","iSelect 서학개미 지수(PR)","6566.59","0.00","0.00"
"0144L0","KODEX 미국성장커버드콜액티브","10580","105","1.00","10584.92","10635","10655","10570","425701","4518956368","378764000000","0","35800000","NASDAQ 100","29446.18","0.00","0.00"
"390400","KODEX 미국스마트모빌리티S&P","8560","195","2.33","8732.83","8585","8790","8560","1534","13180815","9416000000","0","1100000","S&P Kensho Smart Transportation","235.02","0.00","0.00"
"0167Z0","KODEX 미국우주항공","12985","1210","10.28","12546.35","13210","13350","12770","5628632","73700570491","764816500000","0","58900000","iSelect 미국우주항공지수(Price Return)","7019.30","0.00","0.00"
"0132H0","KODEX 미국원자력SMR","10080","455","4.73","10084.85","10120","10145","10065","125514","1268203648","66024000000","0","6550000","iSelect 미국원자력SMR 지수(Price Return)","9884.91","0.00","0.00"
"437080","KODEX 미국종합채권ESG액티브(H)","99145","500","0.51","99193.53","99200","99240","99120","8898","882248480","260255625000","0","2625000","Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return)","127.69","0.00","0.00"
"419420","KODEX 미국클린에너지나스닥","12220","845","7.43","12116.42","11740","12250","11740","3672","44435806","17108000000","0","1400000","Nasdaq Clean Edge Green Energy Index (Price Return)","791.14","0.00","0.00"
"491090","KODEX 미국테크TOP3플러스","18685","25","0.13","18720.40","18730","18815","18680","10252","192334252","32698750000","0","1750000","KEDI 미국테크TOP3플러스 지수(Price Return)","7932.81","0.00","0.00"
"0038A0","KODEX 미국휴머노이드로봇","17780","290","1.66","17824.02","17820","17935","17770","171597","3065303976","322707000000","0","18150000","iSelect 미국 휴머노이드 로봇 지수(Price Return)","10778.74","0.00","0.00"
"244580","KODEX 바이오","9800","-190","-1.90","9789.41","10200","10235","9745","1417151","14206035689","234416000000","0","23920000","FnGuide 바이오 지수","3388.32","-69.02","-2.00"
"091160","KODEX 반도체","168740","10740","6.80","169020.68","167200","175195","166850","5807617","991404256809","7078643000000","0","41950000","KRX 반도체","17660.25","1184.52","7.19"
"494310","KODEX 반도체레버리지","169000","19005","12.67","171007.13","170995","181935","168315","2335598","405493744258","2188550000000","0","12950000","KRX 반도체","17672.59","1196.86","7.26"
"0190G0","KODEX 반도체타겟위클리커버드콜","11650","710","6.49","11706.96","11765","11977","11550","2401504","28127567039","248145000000","0","21300000","KRX 반도체 타겟 9% 분배 위클리 커버드콜 지수","3409.28","191.65","5.96"
"0080G0","KODEX 방산TOP10","12200","665","5.77","12143.93","11835","12400","11835","4488674","54215809836","427000000000","0","35000000","iSelect 방산 TOP10 지수(Price Return)","11551.53","565.77","5.15"
"0100K0","KODEX 방산TOP10레버리지","10075","1015","11.20","10103.48","9190","10400","9185","674409","6697373268","55412500000","0","5500000","iSelect 방산 TOP10 지수(Price Return)","11555.72","569.96","5.19"
"325020","KODEX 배당가치","31730","1480","4.89","31715.86","31835","32685","31385","80024","2582763047","149131000000","0","4700000","FnGuide SLV 배당가치 지수","3757.68","164.55","4.58"
"244670","KODEX 밸류Plus","12115","265","2.24","12210.57","12145","12407","12095","2100","25866509","7269000000","0","600000","FnGuide 벨류 Plus 지수","2389.96","33.55","1.42"
"140700","KODEX 보험","20105","630","3.23","20095.78","20140","20485","19905","107815","2174783822","58304500000","0","2900000","KRX 보험","4179.32","115.05","2.83"
"102780","KODEX 삼성그룹","30595","1495","5.14","30474.71","31500","32295","30105","1584351","49841493770","4056897000000","0","132600000","삼성그룹","30591.12","958.25","3.23"
"213610","KODEX 삼성그룹밸류","25790","1420","5.83","25692.65","25895","26265","25400","52956","1378749941","296585000000","0","11500000","WISE 삼성그룹 밸류 인덱스","25662.36","1250.75","5.12"
"0177N0","KODEX 삼성전자SK하이닉스채권혼합50","15350","420","2.81","15344.91","15815","15815","15282","6041668","94208527902","1270980000000","0","82800000","Wise 삼성전자 SK하이닉스 채권혼합 지수","3801.08","111.30","3.02"
"0193W0","KODEX 삼성전자단일종목레버리지","23730","3295","16.12","23631.83","24340","26000","23410","96730963","2419924599610","2397916500000","0","101050000","KRX 삼성전자 지수","6039.33","440.08","7.86"
"448330","KODEX 삼성전자채권혼합","18145","400","2.25","18097.65","18440","18540","18055","1213035","22184944315","1322770500000","0","72900000","Wise 삼성전자채권혼합 지수","2740.62","67.21","2.51"
"325010","KODEX 성장주","52120","1945","3.88","52002.26","53175","54200","51755","70747","3790367325","177208000000","0","3400000","FnGuide 성장 지수(PR)","14764.01","602.74","4.26"
"385510","KODEX 신재생에너지액티브","45000","1635","3.77","45272.80","45775","46300","44600","122548","5567452999","411750000000","0","9150000","FnGuide K-신재생에너지 플러스 지수","3227.62","135.60","4.39"
"446690","KODEX 아시아AI반도체exChina액티브","75455","2745","3.78","75378.43","76500","80535","75140","56547","4323360162","37727500000","0","500000","iSelect 아시아반도체 제조동맹 지수(시장가격)","13232.43","945.29","7.69"
"437070","KODEX 아시아달러채권ESG플러스액티브","66235","-90","-0.14","66077.65","66190","66260","66065","1307","86502710","41860520000","0","632000","Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)","119.48","0.00","0.00"
"117460","KODEX 에너지화학","15420","520","3.49","15345.44","15310","15645","15085","39118","603314891","30223200000","0","1960000","KRX 에너지화학","3058.51","92.81","3.13"
"275300","KODEX 우량주","35530","1740","5.15","35526.58","36420","36835","35240","191729","6987788165","60401000000","0","1700000","MSCI Korea IMI Quality Capped","20870.54","918.46","4.60"
"140710","KODEX 운송","6415","340","5.60","6392.18","6320","6460","6260","97782","623381404","12830000000","0","2000000","KRX 운송","1276.14","66.32","5.48"
"0098F0","KODEX 원자력SMR","18005","1135","6.73","19634.93","18190","18500","17390","396831","7144249825","279977750000","0","15550000","iSelect 원자력SMR 지수(Price Return)","7102.25","503.65","7.63"
"395150","KODEX 웹툰&드라마","2055","68","3.42","2061.14","2060","2115","2020","180937","372907606","10480500000","0","5100000","FnGuide 웹툰&드라마 지수","312.14","8.87","2.92"
"456250","KODEX 유럽명품TOP10 STOXX","10000","135","1.37","10017.67","9945","10045","9915","21030","210218720","11500000000","0","1150000","STOXX Europe Luxury 10 Index(Price Return)","3217.68","0.00","0.00"
"400570","KODEX 유럽탄소배출권선물ICE(H)","10650","-75","-0.70","10689.42","10605","10655","10605","3628","38568650","15975000000","0","1500000","ICE EUA Carbon Futures Index(Excess Return)","1243.42","0.00","0.00"
"144600","KODEX 은선물(H)","10920","465","4.45","10916.70","11035","11105","10885","1404727","15440524948","887796000000","0","81300000","S&P GSCI Silver Index(TR)","1994.99","0.00","0.00"
"091170","KODEX 은행","15340","580","3.93","15442.23","15025","15930","14945","1300609","20179547423","529997000000","0","34550000","KRX 은행","1583.64","62.00","4.07"
"453810","KODEX 인도Nifty50","12525","65","0.52","12614.76","12525","12590","12480","198237","2485835577","380133750000","0","30350000","Nifty 50 Index","23161.60","0.00","0.00"
"453820","KODEX 인도Nifty50레버리지(합성)","13220","-140","-1.05","13238.68","13275","13310","13050","14751","194563220","17186000000","0","1300000","Nifty 50 Index","23161.60","0.00","0.00"
"0000H0","KODEX 인도Nifty미드캡100","11020","30","0.27","11037.69","10990","11075","10885","10896","119697230","15979000000","0","1450000","Nifty Midcap 100 Index(PR)","60028.60","703.20","1.19"
"477730","KODEX 인도타타그룹","7975","55","0.69","7980.17","7925","7980","7880","5490","43577581","28311250000","0","3550000","Nifty India Corporate Group Index - Tata Group 25% Cap(PR)","13752.80","134.85","0.99"
"114800","KODEX 인버스","983","-48","-4.66","983.65","957","984","933","898559743","857407155478","1016520300000","0","1034100000","코스피 200 선물지수","6340.41","317.22","5.27"
"101280","KODEX 일본TOPIX100","31145","345","1.12","31144.17","31030","31430","30945","36391","1130737029","51077800000","0","1640000","TOPIX100","2653.19","34.59","1.32"
"352540","KODEX 일본부동산리츠(H)","11400","95","0.84","11404.09","11350","11420","11275","12381","140825304","41040000000","0","3600000","Tokyo Stock Exchange REIT Index","1800.10","20.51","1.15"
"091180","KODEX 자동차","36845","1760","5.02","36648.43","36700","37940","36330","674449","25079805344","552675000000","0","15000000","KRX 자동차","3731.13","175.03","4.92"
"385520","KODEX 자율주행액티브","19955","775","4.04","20020.01","20710","20975","19900","19924","409619333","38912250000","0","1950000","FnGuide K-미래차 지수","3785.95","93.98","2.55"
"363570","KODEX 장기종합채권(AA-이상)액티브","87950","650","0.74","87942.85","87750","87985","87435","691","60667410","283023100000","0","3218000","KAP 한국장기종합채권지수(AA-이상, 총수익)","282.23","0.00","0.00"
"0115D0","KODEX 조선TOP10","9715","450","4.86","9713.83","9750","9925","9575","2278250","22178836718","220530500000","0","22700000","KRX 조선 TOP10","6091.40","265.01","4.55"
"273130","KODEX 종합채권(AA-이상)액티브","110395","535","0.49","110284.38","110205","110395","110060","28222","3111331427","4255727250000","0","38550000","KAP 한국종합채권지수","258.69","0.00","0.00"
"0153K0","KODEX 주주환원고배당주","12210","350","2.95","12325.50","12220","12490","12135","458240","5644686056","179487000000","0","14700000","Akros 주주환원 고배당 지수 (Price Return)","3337.30","105.27","3.26"
